id,created_at,buyer,seller,trade_type,btc_amount,btc_traded,fee_btc,btc_amount_less_fee,btc_final,fiat_amount,fiat_fee,fiat_per_btc,currency,exchange_rate,transaction_released_at,online_provider,reference
16372463,2017-11-23 13:57:50+00:00,Concreteguy1975,neb_401,ONLINE_SELL,0.05590579,0.05535227,0.00055352,0.05535227,0.05590579,750.00,7.43,13549.58,CAD,13549.58,,INTERAC,BITCOIN L16372463B9QX2N
16374278,2017-11-23 15:02:58+00:00,neb_401,zakareal,ONLINE_BUY,0.01782572,0.01782572,0.00017826,0.01764746,0.01764746,183.66,1.84,10407.16,CAD,10303.09,,INTERAC,L16374278B9QYH2
16413816,2017-11-24 22:00:19+00:00,justinrl7,neb_401,ONLINE_SELL,0.00074225,0.00073490,0.00000735,0.00073490,0.00074225,10.00,0.10,13607.29,CAD,13607.29,,INTERAC,BITCOIN L16413816B9RSZC
16415493,2017-11-24 23:27:29+00:00,dollarschemes,neb_401,ONLINE_SELL,0.00578014,0.00572291,0.00005723,0.00572291,0.00578014,70.00,0.69,12231.54,CAD,12231.54,,INTERAC,BITCOIN L16415493B9RU9X
16445207,2017-11-26 03:46:42+00:00,24-7Bitcoin,neb_401,ONLINE_BUY,0.01822373,0.01822373,0.00,0.01822373,0.01822373,200.00,0.00,10974.70,CAD,10974.70,,INTERAC,L16445207B9SH7B
16446581,2017-11-26 05:55:17+00:00,Concreteguy1975,neb_401,ONLINE_SELL,0.23326811,0.23095852,0.00230959,0.23095852,0.23326811,2933.00,29.04,12699.25,CAD,12699.25,,INTERAC,BITCOIN L16446581B9SI9H
16449109,2017-11-26 08:51:15+00:00,neb_401,and93hil,ONLINE_BUY,0.00649726,0.00649726,0.00006497,0.00643229,0.00643229,60.00,0.60,9327.94,USD,9234.66,,PAYPAL,L16449109B9SK7P
16454325,2017-11-26 13:31:51+00:00,neb_401,Bl4ckw00d,ONLINE_BUY,0.17939959,0.17939959,0.00179400,0.17760559,0.17760559,1987.69,19.88,11191.60,CAD,11079.68,,INTERAC,L16454325B9SO8L
16456501,2017-11-26 15:09:56+00:00,atmbitcoin558,neb_401,ONLINE_SELL,0.02699977,0.02673245,0.00026732,0.02673245,0.02699977,350.00,3.47,13092.70,CAD,13092.70,,INTERAC,BITCOIN L16456501B9SPX1
16457621,2017-11-26 15:56:21+00:00,neb_401,BabylonRitual,ONLINE_BUY,0.11556725,0.11556725,0.00115567,0.11441158,0.11441158,1307.41,13.07,11427.25,CAD,11312.98,,INTERAC,L16457621B9SQS5
16499237,2017-11-27 21:25:34+00:00,rajinder0811,neb_401,ONLINE_SELL,0.16908342,0.16740933,0.00167409,0.16740933,0.16908342,2300.00,22.77,13738.78,CAD,13738.78,,CASH_DEPOSIT,L16499237B9TMW5
16504840,2017-11-28 02:13:16+00:00,anhydrous,neb_401,ONLINE_SELL,0.01463506,0.01449016,0.00014490,0.01449016,0.01463506,200.00,1.98,13802.47,CAD,13802.47,,INTERAC,BITCOIN L16504840B9TR7S
16562437,2017-11-29 14:54:18+00:00,CryptKeeper,neb_401,ONLINE_SELL,0.00309197,0.00306136,0.00003061,0.00306136,0.00309197,50.00,0.49,16332.61,CAD,16332.61,,INTERAC,BITCOIN L16562437B9UZNP
16569328,2017-11-29 17:26:41+00:00,wanglianbao1997,neb_401,ONLINE_SELL,0.02611004,0.02585152,0.00025852,0.02585152,0.02611004,400.00,3.96,15472.98,CAD,15472.98,,INTERAC,BITCOIN L16569328B9V4Z4
16585656,2017-11-30 02:04:01+00:00,Jerothd,neb_401,ONLINE_SELL,0.00327893,0.00324647,0.00003246,0.00324647,0.00327893,50.00,0.49,15401.34,CAD,15401.34,,INTERAC,BITCOIN L16585656B9VHKO
16614390,2017-11-30 19:28:51+00:00,Camper,neb_401,ONLINE_SELL,0.08180102,0.08099111,0.00080991,0.08099111,0.08180102,1079.00,10.68,13322.45,CAD,13322.45,,INTERAC,BITCOIN L16614390B9W3QU
16613469,2017-11-30 19:00:19+00:00,multimorph,neb_401,ONLINE_SELL,0.01895297,0.01876532,0.00018765,0.01876532,0.01895297,250.00,2.48,13322.45,CAD,13322.45,,INTERAC,BITCOIN L16613469B9W319
16614734,2017-11-30 19:38:56+00:00,Camper,neb_401,ONLINE_SELL,0.08180102,0.08099111,0.00080991,0.08099111,0.08180102,1079.00,10.68,13322.45,CAD,13322.45,,INTERAC,BITCOIN L16614734B9W40E
16617407,2017-11-30 20:59:16+00:00,newwaves,neb_401,ONLINE_SELL,0.05513593,0.05459003,0.00054590,0.05459003,0.05513593,800.00,7.92,14654.69,CAD,14654.69,,INTERAC,BITCOIN L16617407B9W62N
16673182,2017-12-02 12:37:33+00:00,JoshReichmann,neb_401,ONLINE_SELL,0.10883315,0.10775559,0.00107756,0.10775559,0.10883315,1800.00,17.82,16704.47,CAD,16704.47,,INTERAC,BITCOIN L16673182B9XD3Y
16693020,2017-12-03 03:16:17+00:00,neb_401,Fokanoff,ONLINE_SELL,0.06947701,0.06947701,0.00,0.06947701,0.06947701,1000.00,0.00,14393.25,CAD,14393.25,,INTERAC,L16693020B9XSF0
16794332,2017-12-06 03:02:45+00:00,mazharlateef,neb_401,ONLINE_SELL,0.06014035,0.05954490,0.00059545,0.05954490,0.06014035,1000.00,9.90,16794.05,CAD,16794.05,,INTERAC,BITCOIN L16794332B9ZYL8
16795153,2017-12-06 03:57:32+00:00,Harrypham999,neb_401,ONLINE_SELL,0.07432653,0.07359062,0.00073591,0.07359062,0.07432653,1250.00,12.38,16985.86,CAD,16985.86,,INTERAC,BITCOIN L16795153B9ZZ81
16815904,2017-12-06 15:29:10+00:00,johnteixeirajt,neb_401,ONLINE_SELL,0.04969055,0.04919856,0.00049199,0.04919856,0.04969055,900.00,8.91,18293.22,CAD,18293.22,,INTERAC,BITCOIN L16815904BA0F8G
16816187,2017-12-06 15:36:42+00:00,zerovalueinc,neb_401,ONLINE_SELL,0.01513606,0.01498620,0.00014986,0.01498620,0.01513606,275.00,2.72,18350.22,CAD,18350.22,,INTERAC,BITCOIN L16816187BA0FGB
16822091,2017-12-06 18:13:55+00:00,Guiom333,neb_401,ONLINE_SELL,0.02758650,0.02731337,0.00027313,0.02731337,0.02758650,500.00,4.95,18306.05,CAD,18306.05,,INTERAC,BITCOIN L16822091BA0K0B
16835655,2017-12-07 01:33:23+00:00,neb_401,yasminelove778,ONLINE_BUY,0.05351357,0.05351357,0.00053514,0.05297843,0.05297843,958.00,9.58,18082.83,CAD,17902.00,,INTERAC,L16835655BA0UH3
16835634,2017-12-07 01:32:35+00:00,neb_401,aurnabr,ONLINE_BUY,0.03027595,0.03027595,0.00030276,0.02997319,0.02997319,542.00,5.42,18082.83,CAD,17902.00,,INTERAC,L16835634BA0UGI
16835899,2017-12-07 01:45:16+00:00,neb_401,DeclawedTabbycat,ONLINE_BUY,0.00331839,0.00331839,0.00003318,0.00328521,0.00328521,60.00,0.60,18263.67,CAD,18081.06,,PAYPAL,L16835899BA0UNV
16945173,2017-12-09 17:13:52+00:00,hanades12,neb_401,ONLINE_SELL,0.02008307,0.01988423,0.00019884,0.01988423,0.02008307,500.00,4.95,25145.56,CAD,25145.56,,INTERAC,BITCOIN L16945173BA36Z9
16953887,2017-12-09 22:12:02+00:00,wjskellis89,neb_401,ONLINE_SELL,0.01412164,0.01398182,0.00013982,0.01398182,0.01412164,300.00,2.97,21456.43,CAD,21456.43,,INTERAC,BITCOIN L16953887BA3DPB
16953998,2017-12-09 22:17:51+00:00,brandothelibrarian,neb_401,ONLINE_SELL,0.02353607,0.02330304,0.00023303,0.02330304,0.02353607,500.00,4.95,21456.43,CAD,21456.43,,INTERAC,BITCOIN L16953998BA3DSE
16982536,2017-12-10 21:07:40+00:00,Excentricity,neb_401,ONLINE_SELL,0.01797579,0.01779781,0.00017798,0.01779781,0.01797579,400.00,3.96,22474.68,CAD,22474.68,,INTERAC,BITCOIN L16982536BA3ZT4
17024966,2017-12-12 00:55:02+00:00,kevbswainmusic,neb_401,ONLINE_SELL,0.04170173,0.04128884,0.00041289,0.04128884,0.04170173,1000.00,9.90,24219.62,CAD,24219.62,,INTERAC,BITCOIN L17024966BA4WJQ
17051886,2017-12-12 19:00:27+00:00,neb_401,SwervinPervan,ONLINE_BUY,0.05755876,0.05755876,0.00057559,0.05698317,0.05698317,1255.55,12.56,22033.70,CAD,21813.36,,PAYPAL,L17051886BA5HBI
17081210,2017-12-13 15:18:11+00:00,NNemis,neb_401,ONLINE_SELL,0.14868657,0.14721443,0.00147214,0.14721443,0.14868657,3627.00,35.91,24637.53,CAD,24637.53,,INTERAC,BITCOIN L17081210BA63Y2
17096394,2017-12-14 01:39:11+00:00,PeerTradeCapital,neb_401,ONLINE_SELL,0.10257844,0.10156281,0.00101563,0.10156281,0.10257844,2500.00,24.75,24615.31,CAD,24615.31,,INTERAC,BITCOIN L17096394BA6FNU
17098173,2017-12-14 03:28:33+00:00,neb_401,aliexpressbaba,ONLINE_BUY,0.01056503,0.01056503,0.00010565,0.01045938,0.01045938,200.00,2.00,19121.59,CAD,18930.38,,INTERAC,L17098173BA6H19
17096553,2017-12-14 01:47:21+00:00,PeerTradeCapital,neb_401,ONLINE_SELL,0.12071011,0.11951496,0.00119515,0.11951496,0.12071011,3000.00,29.70,25101.46,CAD,25101.46,,INTERAC,BITCOIN L17096553BA6FS9
17100036,2017-12-14 05:40:27+00:00,neb_401,dogerocket,ONLINE_BUY,0.04725413,0.04725413,0.00047254,0.04678159,0.04678159,1000.00,10.00,21375.93,CAD,21162.17,,PAYPAL,L17100036BA6IH0
17108669,2017-12-14 11:11:39+00:00,neb_401,BitcoinJoseph,ONLINE_BUY,0.04956991,0.04956991,0.00049570,0.04907421,0.04907421,1000.00,10.00,20377.30,CAD,20173.53,,INTERAC,L17108669BA6P4T
17164191,2017-12-15 18:43:52+00:00,neb_401,lonelyworks0,ONLINE_SELL,0.24046005,0.24046005,0.00,0.24046005,0.24046005,6000.00,0.00,24952.17,CAD,24952.17,,CASH_DEPOSIT,L17164191BA7VZ3
17164360,2017-12-15 18:48:45+00:00,neb_401,lonelyworks0,ONLINE_SELL,0.10019169,0.10019169,0.00,0.10019169,0.10019169,2500.00,0.00,24952.17,CAD,24952.17,,CASH_DEPOSIT,L17164360BA7W3S
17138557,2017-12-15 04:28:53+00:00,neb_401,DiversityDistribution,ONLINE_BUY,0.02380625,0.02380625,0.00023806,0.02356819,0.02356819,500.00,5.00,21215.04,CAD,21002.89,,INTERAC,L17138557BA7C71
17164662,2017-12-15 18:57:30+00:00,neb_401,gegeval,ONLINE_BUY,0.09062051,0.09062051,0.00090621,0.08971430,0.08971430,2000.00,20.00,22292.99,CAD,22070.06,,INTERAC,L17164662BA7WC6
17174193,2017-12-16 01:37:49+00:00,neb_401,penelopecarax,ONLINE_SELL,0.00095730,0.00095730,0.00,0.00095730,0.00095730,25.00,0.00,26115.12,CAD,26115.12,,INTERAC,L17174193BA83OX
17176124,2017-12-16 04:32:09+00:00,neb_401,ChadFraser,ONLINE_BUY,0.13715584,0.13715584,0.00137156,0.13578428,0.13578428,3000.00,30.00,22093.87,CAD,21872.93,,INTERAC,L17176124BA856K
17176304,2017-12-16 04:47:25+00:00,amadeus10,neb_401,ONLINE_SELL,0.01898782,0.01879982,0.00018800,0.01879982,0.01898782,477.83,4.73,25416.73,CAD,25416.73,,INTERAC,L17176304BA85BK
17176384,2017-12-16 04:54:15+00:00,Atila2020,neb_401,ONLINE_SELL,0.07947521,0.07868833,0.00078688,0.07868833,0.07947521,2000.00,19.80,25416.73,CAD,25416.73,,INTERAC,L17176384BA85DS
17186681,2017-12-16 13:12:31+00:00,johnmaloney,neb_401,ONLINE_SELL,0.01748440,0.01731129,0.00017311,0.01731129,0.01748440,500.00,4.95,28882.89,CAD,28882.89,,INTERAC,L17186681BA8DBT
17202786,2017-12-16 20:55:58+00:00,amadeus10,neb_401,ONLINE_SELL,0.01717004,0.01700004,0.00017000,0.01700004,0.01717004,491.01,4.86,28882.87,CAD,28882.87,,INTERAC,L17202786BA8PR6
17203387,2017-12-16 21:14:31+00:00,Dennyzheng,neb_401,ONLINE_SELL,0.01732690,0.01715535,0.00017155,0.01715535,0.01732690,500.00,4.95,29145.43,CAD,29145.43,,INTERAC,L17203387BA8Q7V
17207007,2017-12-16 23:54:03+00:00,webtc,neb_401,ONLINE_SELL,0.01672705,0.01656144,0.00016561,0.01656144,0.01672705,460.00,4.55,27775.36,CAD,27775.36,,INTERAC,L17207007BA8T0F
17207247,2017-12-17 00:08:19+00:00,zysr46,neb_401,ONLINE_SELL,0.01627048,0.01610939,0.00016109,0.01610939,0.01627048,470.23,4.66,29189.81,CAD,29189.81,,INTERAC,L17207247BA8T73
17211595,2017-12-17 05:53:38+00:00,WhoMeCouldntBe,neb_401,ONLINE_SELL,0.02698232,0.02671517,0.00026715,0.02671517,0.02698232,750.00,7.43,28073.94,CAD,28073.94,,INTERAC,L17211595BA8WJV
17211681,2017-12-17 06:00:50+00:00,neb_401,penelopecarax,ONLINE_SELL,0.09803733,0.09803733,0.00,0.09803733,0.09803733,2800.00,0.00,28560.55,CAD,28560.55,,INTERAC,L17211681BA8WM9
17213168,2017-12-17 07:34:17+00:00,neb_401,Elrawd,ONLINE_BUY,0.02344750,0.02344750,0.00023448,0.02321302,0.02321302,555.95,5.56,23949.92,CAD,23710.42,,INTERAC,L17213168BA8XRK
17216988,2017-12-17 10:21:42+00:00,neb_401,penelopecarax,ONLINE_SELL,0.10386693,0.10386693,0.00,0.10386693,0.10386693,3000.00,0.00,28883.11,CAD,28883.11,,INTERAC,L17216988BA90PO
17231842,2017-12-17 18:27:09+00:00,hanades12,neb_401,ONLINE_SELL,0.00878183,0.00869488,0.00008695,0.00869488,0.00878183,250.00,2.48,28752.55,CAD,28752.55,,INTERAC,L17231842BA9C6A
17233241,2017-12-17 19:13:05+00:00,hekatomb,neb_401,ONLINE_SELL,0.07358424,0.07285568,0.00072856,0.07285568,0.07358424,2000.00,19.80,27451.53,CAD,27451.53,,INTERAC,L17233241BA9D95
17249119,2017-12-18 09:21:50+00:00,DokkodoDesigns,neb_401,ONLINE_SELL,0.00353280,0.00349782,0.00003498,0.00349782,0.00353280,100.00,0.99,28589.24,CAD,28589.24,,INTERAC,L17249119BA9PI7
17249793,2017-12-18 09:44:59+00:00,DokkodoDesigns,neb_401,ONLINE_SELL,0.00300526,0.00297550,0.00002976,0.00297550,0.00300526,85.00,0.84,28566.63,CAD,28566.63,,INTERAC,L17249793BA9Q0X
17225234,2017-12-17 15:01:16+00:00,neb_401,penelopecarax,ONLINE_SELL,0.10449244,0.10449244,0.00,0.10449244,0.10449244,3000.00,0.00,28710.21,CAD,28710.21,,INTERAC,L17225234BA972Q
17280341,2017-12-19 00:48:13+00:00,raydon14c,neb_401,ONLINE_SELL,0.04657624,0.04611509,0.00046115,0.04611509,0.04657624,1300.00,12.87,28190.34,CAD,28190.34,,INTERAC,L17280341BAADLH
17304671,2017-12-19 16:27:12+00:00,neb_401,Ilikeredbull,ONLINE_SELL,0.00605657,0.00605657,0.00,0.00605657,0.00605657,150.00,0.00,24766.49,CAD,24766.49,,CASH_DEPOSIT,L17304671BAAWDB
17304648,2017-12-19 16:26:38+00:00,neb_401,Ilikeredbull,ONLINE_SELL,0.00402248,0.00402248,0.00,0.00402248,0.00402248,100.00,0.00,24860.29,CAD,24860.29,,SPECIFIC_BANK,L17304648BAAWCO
17353272,2017-12-20 19:32:05+00:00,samibuzz,neb_401,ONLINE_SELL,0.07519182,0.07444735,0.00074447,0.07444735,0.07519182,1800.00,17.82,24178.16,CAD,24178.16,,INTERAC,L17353272BABXVC
17359296,2017-12-20 22:52:11+00:00,samibuzz,neb_401,ONLINE_SELL,0.07556591,0.07481773,0.00074818,0.07481773,0.07556591,1800.00,17.82,24058.47,CAD,24058.47,,INTERAC,L17359296BAC2IO
17362132,2017-12-21 01:35:39+00:00,neb_401,abacohealth,ONLINE_BUY,0.11472201,0.11472201,0.00114722,0.11357479,0.11357479,2451.91,24.52,21588.51,CAD,21372.62,,INTERAC,L17362132BAC4PG
17374233,2017-12-21 12:12:10+00:00,neb_401,penelopecarax,ONLINE_SELL,0.11771267,0.11771267,0.00,0.11771267,0.11771267,2900.00,0.00,24636.26,CAD,24636.26,,INTERAC,L17374233BACE1L
17381179,2017-12-21 15:32:51+00:00,Smousavi88,neb_401,ONLINE_SELL,0.10237788,0.10136424,0.00101364,0.10136424,0.10237788,2500.00,24.75,24663.53,CAD,24663.53,,INTERAC,L17381179BACJEJ
17371748,2017-12-21 10:46:43+00:00,Peamw,neb_401,ONLINE_SELL,0.06183335,0.06122114,0.00061221,0.06122114,0.06183335,1500.00,14.85,24501.34,CAD,24501.34,,INTERAC,L17371748BACC4K
17379718,2017-12-21 14:58:44+00:00,neb_401,penelopecarax,ONLINE_SELL,0.08415412,0.08415412,0.00,0.08415412,0.08415412,2000.00,0.00,23765.92,CAD,23765.92,,INTERAC,L17379718BACI9Y
17383372,2017-12-21 16:23:22+00:00,Smousavi88,neb_401,ONLINE_SELL,0.10703144,0.10597172,0.00105972,0.10597172,0.10703144,2500.00,24.75,23591.20,CAD,23591.20,,INTERAC,L17383372BACL3G
17388374,2017-12-21 18:33:01+00:00,Matgrenier,neb_401,ONLINE_SELL,0.02190411,0.02168724,0.00021687,0.02168724,0.02190411,500.00,4.95,23055.03,CAD,23055.03,,INTERAC,L17388374BACOYE
17398862,2017-12-22 01:04:44+00:00,webtc,neb_401,ONLINE_SELL,0.04558140,0.04513010,0.00045130,0.04513010,0.04558140,1000.00,9.90,22158.16,CAD,22158.16,,INTERAC,L17398862BACX1Q
17397244,2017-12-21 23:37:37+00:00,hzhang90,neb_401,ONLINE_SELL,0.11395350,0.11282525,0.00112825,0.11282525,0.11395350,2500.00,24.75,22158.16,CAD,22158.16,,INTERAC,L17397244BACVSS
17399027,2017-12-22 01:14:11+00:00,webtc,neb_401,ONLINE_SELL,0.04558140,0.04513010,0.00045130,0.04513010,0.04558140,1000.00,9.90,22158.16,CAD,22158.16,,INTERAC,L17399027BACX6B
17400621,2017-12-22 02:40:59+00:00,janydoll,neb_401,ONLINE_SELL,0.11473172,0.11359576,0.00113596,0.11359576,0.11473172,2400.00,23.76,21127.55,CAD,21127.55,,INTERAC,L17400621BACYEL
17401282,2017-12-22 03:21:14+00:00,Makaronka,neb_401,ONLINE_SELL,0.04780488,0.04733156,0.00047332,0.04733156,0.04780488,1000.00,9.90,21127.55,CAD,21127.55,,INTERAC,L17401282BACYWY
17455014,2017-12-23 12:07:06+00:00,neb_401,Longjohnruby,ONLINE_BUY,0.05029121,0.05029121,0.00050291,0.04978830,0.04978830,961.16,9.61,19304.94,CAD,19111.89,,INTERAC,L17455014BAE4DI
17472953,2017-12-23 21:20:00+00:00,webtc,neb_401,ONLINE_SELL,0.01893341,0.01874595,0.00018746,0.01874595,0.01893341,405.00,4.01,21604.67,CAD,21604.67,,INTERAC,L17472953BAEI7T
17476348,2017-12-24 00:38:12+00:00,Walkruke,neb_401,ONLINE_SELL,0.04854743,0.04806676,0.00048067,0.04806676,0.04854743,1000.00,9.90,20804.40,CAD,20804.40,,INTERAC,L17476348BAEKU4
17502142,2017-12-25 03:37:30+00:00,WhoMeCouldntBe,neb_401,ONLINE_SELL,0.01895760,0.01876990,0.00018770,0.01876990,0.01895760,400.00,3.96,21310.72,CAD,21310.72,,INTERAC,L17502142BAF4QM
17522850,2017-12-26 03:12:25+00:00,joujou,neb_401,ONLINE_SELL,0.00107194,0.00106133,0.00001061,0.00106133,0.00107194,25.00,0.25,23555.35,CAD,23555.35,,INTERAC,L17522850BAFKPU
17530135,2017-12-26 11:06:29+00:00,b45Tesid,neb_401,ONLINE_SELL,0.03959459,0.03920256,0.00039203,0.03920256,0.03959459,1000.00,9.90,25508.54,CAD,25508.54,,INTERAC,L17530135BAFQC7
17547533,2017-12-26 21:24:26+00:00,Mhhightower,neb_401,ONLINE_SELL,0.02414502,0.02390596,0.00023906,0.02390596,0.02414502,560.14,5.55,23430.98,CAD,23430.98,,INTERAC,L17547533BAG3RH
17547529,2017-12-26 21:24:21+00:00,zahlow,neb_401,ONLINE_SELL,0.00427320,0.00423089,0.00004231,0.00423089,0.00427320,100.00,0.99,23635.69,CAD,23635.69,,INTERAC,L17547529BAG3RD
17554382,2017-12-27 05:31:28+00:00,webtc,neb_401,ONLINE_SELL,0.00797319,0.00789425,0.00007894,0.00789425,0.00797319,180.00,1.78,22801.41,CAD,22801.41,,INTERAC,L17554382BAG91Q
17573680,2017-12-27 18:03:56+00:00,yaseen889,neb_401,ONLINE_SELL,0.09196617,0.09105561,0.00091056,0.09105561,0.09196617,1900.00,18.81,20866.37,CAD,20866.37,,INTERAC,L17573680BAGNXS
17573615,2017-12-27 18:01:58+00:00,Cndfreedom,neb_401,ONLINE_SELL,0.09680649,0.09584801,0.00095848,0.09584801,0.09680649,2000.00,19.80,20866.37,CAD,20866.37,,INTERAC,L17573615BAGNVZ
17575132,2017-12-27 18:54:26+00:00,victorcheng,neb_401,ONLINE_SELL,0.00968065,0.00958480,0.00009585,0.00958480,0.00968065,200.00,1.98,20866.37,CAD,20866.37,,INTERAC,L17575132BAGP24
17609416,2017-12-28 21:39:39+00:00,johhn98,neb_401,ONLINE_SELL,0.00758859,0.00751346,0.00007513,0.00751346,0.00758859,150.00,1.49,19964.17,CAD,19964.17,,INTERAC,L17609416BAHFIG
17610101,2017-12-28 22:14:15+00:00,kousa14,neb_401,ONLINE_SELL,0.01011813,0.01001795,0.00010018,0.01001795,0.01011813,200.00,1.98,19964.16,CAD,19964.16,,INTERAC,L17610101BAHG1H
17611075,2017-12-28 23:02:24+00:00,Lustnolove,neb_401,ONLINE_SELL,0.00758859,0.00751346,0.00007513,0.00751346,0.00758859,150.00,1.49,19964.17,CAD,19964.17,,INTERAC,L17611075BAHGSJ
17611366,2017-12-28 23:18:16+00:00,CostsLow,neb_401,ONLINE_SELL,0.00758859,0.00751346,0.00007513,0.00751346,0.00758859,150.00,1.49,19964.17,CAD,19964.17,,INTERAC,L17611366BAHH0M
17609948,2017-12-28 22:07:38+00:00,johhn98,neb_401,ONLINE_SELL,0.00758859,0.00751346,0.00007513,0.00751346,0.00758859,150.00,1.49,19964.17,CAD,19964.17,,INTERAC,L17609948BAHFX8
17611661,2017-12-28 23:36:04+00:00,iamfamous,neb_401,ONLINE_SELL,0.02529533,0.02504488,0.00025045,0.02504488,0.02529533,500.00,4.95,19964.16,CAD,19964.16,,INTERAC,L17611661BAHH8T
17614419,2017-12-29 03:10:17+00:00,sayd.1726,neb_401,ONLINE_SELL,0.03571105,0.03535748,0.00035357,0.03535748,0.03571105,800.00,7.92,22626.05,CAD,22626.05,,INTERAC,L17614419BAHJDF
17613928,2017-12-29 02:26:27+00:00,Coffeehouese,neb_401,ONLINE_SELL,0.03642528,0.03606463,0.00036065,0.03606463,0.03642528,800.00,7.92,22182.40,CAD,22182.40,,INTERAC,L17613928BAHIZS
17615125,2017-12-29 04:21:36+00:00,webtc,neb_401,ONLINE_SELL,0.01294118,0.01281305,0.00012813,0.01281305,0.01294118,285.00,2.82,22242.95,CAD,22242.95,,INTERAC,L17615125BAHJX1
17615427,2017-12-29 04:49:34+00:00,webtc,neb_401,ONLINE_SELL,0.01270568,0.01257988,0.00012580,0.01257988,0.01270568,265.00,2.62,21065.38,CAD,21065.38,,INTERAC,L17615427BAHK5F
17616246,2017-12-29 06:01:47+00:00,illen6,neb_401,ONLINE_SELL,0.03640343,0.03604300,0.00036043,0.03604300,0.03640343,800.00,7.92,22195.71,CAD,22195.71,,INTERAC,L17616246BAHKS6
17629185,2017-12-29 15:12:16+00:00,webtc,neb_401,ONLINE_SELL,0.02369956,0.02346491,0.00023465,0.02346491,0.02369956,500.00,4.95,21308.41,CAD,21308.41,,INTERAC,L17629185BAHURL
17629867,2017-12-29 15:32:43+00:00,ronaldreddock83,neb_401,ONLINE_SELL,0.03791930,0.03754386,0.00037544,0.03754386,0.03791930,800.00,7.92,21308.41,CAD,21308.41,,INTERAC,L17629867BAHVAJ
17639417,2017-12-29 20:45:58+00:00,jsadlier,neb_401,ONLINE_SELL,0.00502526,0.00497550,0.00004976,0.00497550,0.00502526,100.00,0.99,20098.48,CAD,20098.48,,INTERAC,L17639417BAI2NT
17638653,2017-12-29 20:17:20+00:00,petitparis22,neb_401,ONLINE_SELL,0.02470232,0.02445774,0.00024458,0.02445774,0.02470232,500.00,4.95,20443.43,CAD,20443.43,,INTERAC,L17638653BAI22L
17642373,2017-12-29 22:43:38+00:00,rollingstone420,neb_401,ONLINE_SELL,0.02120382,0.02099388,0.00020994,0.02099388,0.02120382,451.00,4.47,21482.45,CAD,21482.45,,INTERAC,L17642373BAI4XX
17639681,2017-12-29 20:55:24+00:00,jsadlier,neb_401,ONLINE_SELL,0.00502526,0.00497550,0.00004976,0.00497550,0.00502526,100.00,0.99,20098.48,CAD,20098.48,,INTERAC,L17639681BAI2V5
17645302,2017-12-30 01:41:30+00:00,timothy.troy,neb_401,ONLINE_SELL,0.04308296,0.04265640,0.00042656,0.04265640,0.04308296,840.00,8.32,19692.24,CAD,19692.24,,INTERAC,L17645302BAI77A
17646565,2017-12-30 03:21:52+00:00,MrLoganC,neb_401,ONLINE_SELL,0.01025784,0.01015628,0.00010156,0.01015628,0.01025784,200.00,1.98,19692.25,CAD,19692.25,,INTERAC,L17646565BAI86D
17673034,2017-12-30 22:43:55+00:00,Hailsbaby,neb_401,ONLINE_SELL,0.04574578,0.04529285,0.00045293,0.04529285,0.04574578,960.00,9.50,21195.40,CAD,21195.40,,INTERAC,L17673034BAISLM
17672411,2017-12-30 22:08:55+00:00,willykillingwill,neb_401,ONLINE_SELL,0.00476518,0.00471800,0.00004718,0.00471800,0.00476518,100.00,0.99,21195.42,CAD,21195.42,,INTERAC,L17672411BAIS4B
17695198,2017-12-31 22:33:34+00:00,vegas55,neb_401,ONLINE_SELL,0.01254534,0.01242113,0.00012421,0.01242113,0.01254534,250.00,2.48,20126.99,CAD,20126.99,,INTERAC,L17695198BAJ9PA
17713258,2018-01-02 04:46:14+00:00,AlexIII,neb_401,ONLINE_SELL,0.01017567,0.01007492,0.00010075,0.01007492,0.01017567,200.00,1.98,19851.27,CAD,19851.27,,INTERAC,L17713258BAJNMY
17756502,2018-01-03 16:28:33+00:00,hassankabadeh,neb_401,ONLINE_SELL,0.02884657,0.02856096,0.00028561,0.02856096,0.02884657,600.00,5.94,21007.70,CAD,21007.70,,INTERAC,L17756502BAKL06
17756439,2018-01-03 16:26:27+00:00,jaalaal,neb_401,ONLINE_SELL,0.00961552,0.00952032,0.00009520,0.00952032,0.00961552,200.00,1.98,21007.70,CAD,21007.70,,INTERAC,L17756439BAKKYF
17764789,2018-01-03 21:07:55+00:00,webtc,neb_401,ONLINE_SELL,0.02420340,0.02396376,0.00023964,0.02396376,0.02420340,500.00,4.95,20864.84,CAD,20864.84,,INTERAC,L17764789BAKRED
17795672,2018-01-04 19:48:57+00:00,webtc,neb_401,ONLINE_SELL,0.04884787,0.04836423,0.00048364,0.04836423,0.04884787,1000.00,9.90,20676.44,CAD,20676.44,,INTERAC,L17795672BALF88
17796918,2018-01-04 20:30:11+00:00,hosia,neb_401,ONLINE_SELL,0.02428760,0.02404713,0.00024047,0.02404713,0.02428760,500.00,4.95,20792.50,CAD,20792.50,,INTERAC,L17796918BALG6U
17838576,2018-01-06 03:56:05+00:00,Ferdimilius,neb_401,ONLINE_SELL,0.00625136,0.00618947,0.00006189,0.00618947,0.00625136,150.00,1.49,24234.71,CAD,24234.71,,INTERAC,L17838576BAMCC0
